repo_name,stars,forks,watchers,language,url,commits
NanmiCoder/MediaCrawler,50009,10572,50009,Python,https://api.github.com/repos/NanmiCoder/MediaCrawler,761
ggml-org/whisper.cpp,49993,5561,49993,C++,https://api.github.com/repos/ggml-org/whisper.cpp,4478
mastodon/mastodon,49964,7444,49964,Ruby,https://api.github.com/repos/mastodon/mastodon,21349
Fission-AI/OpenSpec,49963,3503,49963,TypeScript,https://api.github.com/repos/Fission-AI/OpenSpec,588
nlohmann/json,49753,7400,49753,C++,https://api.github.com/repos/nlohmann/json,4931
cypress-io/cypress,49649,3403,49649,TypeScript,https://api.github.com/repos/cypress-io/cypress,22947
expo/expo,49589,12376,49589,TypeScript,https://api.github.com/repos/expo/expo,32294
run-llama/llama_index,49581,7446,49581,Python,https://api.github.com/repos/run-llama/llama_index,7807
makeplane/plane,49548,4318,49548,TypeScript,https://api.github.com/repos/makeplane/plane,7013
AlistGo/alist,49514,7943,49514,Go,https://api.github.com/repos/AlistGo/alist,2417
NARKOZ/hacker-scripts,49503,6644,49503,JavaScript,https://api.github.com/repos/NARKOZ/hacker-scripts,150
TanStack/query,49485,3846,49485,TypeScript,https://api.github.com/repos/TanStack/query,4696
nexu-io/open-design,49373,5613,49373,TypeScript,https://api.github.com/repos/nexu-io/open-design,1256
huginn/huginn,49311,4264,49311,Ruby,https://api.github.com/repos/huginn/huginn,4042
VoltAgent/awesome-openclaw-skills,49142,4809,49142,,https://api.github.com/repos/VoltAgent/awesome-openclaw-skills,381
tw93/Pake,48878,9882,48878,Rust,https://api.github.com/repos/tw93/Pake,2065
pandas-dev/pandas,48825,19968,48825,Python,https://api.github.com/repos/pandas-dev/pandas,38033
lllyasviel/Fooocus,48734,7928,48734,Python,https://api.github.com/repos/lllyasviel/Fooocus,1144
JuliaLang/julia,48728,5775,48728,Julia,https://api.github.com/repos/JuliaLang/julia,61958
serhii-londar/open-source-mac-os-apps,48693,2569,48693,,https://api.github.com/repos/serhii-londar/open-source-mac-os-apps,1500
iamkun/dayjs,48652,2429,48652,JavaScript,https://api.github.com/repos/iamkun/dayjs,1638
skylot/jadx,48640,5524,48640,Java,https://api.github.com/repos/skylot/jadx,2659
1c7/chinese-independent-developer,48632,4172,48632,,https://api.github.com/repos/1c7/chinese-independent-developer,2890
algorithm-visualizer/algorithm-visualizer,48553,7589,48553,JavaScript,https://api.github.com/repos/algorithm-visualizer/algorithm-visualizer,668
hashicorp/terraform,48446,10348,48446,Go,https://api.github.com/repos/hashicorp/terraform,35436
x64dbg/x64dbg,48434,2743,48434,C++,https://api.github.com/repos/x64dbg/x64dbg,6121
kelseyhightower/kubernetes-the-hard-way,48360,15669,48360,,https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way,296
ReactiveX/RxJava,48253,7590,48253,Java,https://api.github.com/repos/ReactiveX/RxJava,6418
jakevdp/PythonDataScienceHandbook,48215,18960,48215,Jupyter Notebook,https://api.github.com/repos/jakevdp/PythonDataScienceHandbook,235
penpot/penpot,48162,3046,48162,Clojure,https://api.github.com/repos/penpot/penpot,22156
Homebrew/brew,48142,11131,48142,Ruby,https://api.github.com/repos/Homebrew/brew,49668
type-challenges/type-challenges,48111,5257,48111,TypeScript,https://api.github.com/repos/type-challenges/type-challenges,1028
bigskysoftware/htmx,48068,1596,48068,JavaScript,https://api.github.com/repos/bigskysoftware/htmx,3535
akullpp/awesome-java,48004,7675,48004,,https://api.github.com/repos/akullpp/awesome-java,1766
moment/moment,47984,6998,47984,JavaScript,https://api.github.com/repos/moment/moment,4064
BerriAI/litellm,47917,8253,47917,Python,https://api.github.com/repos/BerriAI/litellm,39351
bmad-code-org/BMAD-METHOD,47847,5582,47847,JavaScript,https://api.github.com/repos/bmad-code-org/BMAD-METHOD,1884
nilbuild/design-patterns-for-humans,47838,5507,47838,,https://api.github.com/repos/nilbuild/design-patterns-for-humans,142
GokuMohandas/Made-With-ML,47735,7527,47735,Jupyter Notebook,https://api.github.com/repos/GokuMohandas/Made-With-ML,19
microsoft/AI-For-Beginners,47707,9851,47707,Jupyter Notebook,https://api.github.com/repos/microsoft/AI-For-Beginners,1171
karan/Projects,47673,10642,47673,,https://api.github.com/repos/karan/Projects,182
remotion-dev/remotion,47667,3317,47667,TypeScript,https://api.github.com/repos/remotion-dev/remotion,32987
astral-sh/ruff,47642,2113,47642,Rust,https://api.github.com/repos/astral-sh/ruff,15314
minimaxir/big-list-of-naughty-strings,47636,2160,47636,Python,https://api.github.com/repos/minimaxir/big-list-of-naughty-strings,273
brillout/awesome-react-components,47624,3767,47624,,https://api.github.com/repos/brillout/awesome-react-components,1016
gogs/gogs,47546,5065,47546,Go,https://api.github.com/repos/gogs/gogs,6253
ClickHouse/ClickHouse,47536,8415,47536,C++,https://api.github.com/repos/ClickHouse/ClickHouse,233923
DovAmir/awesome-design-patterns,47458,3246,47458,,https://api.github.com/repos/DovAmir/awesome-design-patterns,108
metabase/metabase,47402,6482,47402,Clojure,https://api.github.com/repos/metabase/metabase,42225
microsoft/VibeVoice,47355,5273,47355,Python,https://api.github.com/repos/microsoft/VibeVoice,135
chenglou/pretext,47345,2618,47345,TypeScript,https://api.github.com/repos/chenglou/pretext,395
pixijs/pixijs,47232,5017,47232,TypeScript,https://api.github.com/repos/pixijs/pixijs,8691
oobabooga/textgen,47194,5984,47194,Python,https://api.github.com/repos/oobabooga/textgen,5749
tldraw/tldraw,47141,3226,47141,TypeScript,https://api.github.com/repos/tldraw/tldraw,5787
slab/quill,47110,3641,47110,TypeScript,https://api.github.com/repos/slab/quill,5752
discourse/discourse,47074,8914,47074,Ruby,https://api.github.com/repos/discourse/discourse,65680
typescript-cheatsheets/react,47057,4295,47057,TypeScript,https://api.github.com/repos/typescript-cheatsheets/react,1069
square/okhttp,46978,9271,46978,Kotlin,https://api.github.com/repos/square/okhttp,6267
serverless/serverless,46916,5734,46916,JavaScript,https://api.github.com/repos/serverless/serverless,16392
v2ray/v2ray-core,46847,8848,46847,Go,https://api.github.com/repos/v2ray/v2ray-core,5389
gedoor/legado,46834,5375,46834,Kotlin,https://api.github.com/repos/gedoor/legado,6558
dypsilon/frontend-dev-bookmarks,46762,5146,46762,,https://api.github.com/repos/dypsilon/frontend-dev-bookmarks,390
slidevjs/slidev,46665,2077,46665,TypeScript,https://api.github.com/repos/slidevjs/slidev,3045
acmesh-official/acme.sh,46643,5573,46643,Shell,https://api.github.com/repos/acmesh-official/acme.sh,6604
santifer/career-ops,46608,9745,46608,JavaScript,https://api.github.com/repos/santifer/career-ops,203
Raphire/Win11Debloat,46547,1887,46547,PowerShell,https://api.github.com/repos/Raphire/Win11Debloat,428
GitHubDaily/GitHubDaily,46540,4654,46540,,https://api.github.com/repos/GitHubDaily/GitHubDaily,101
coreybutler/nvm-windows,46473,3826,46473,Go,https://api.github.com/repos/coreybutler/nvm-windows,542
KRTirtho/spotube,46459,2099,46459,Dart,https://api.github.com/repos/KRTirtho/spotube,2154
mudler/LocalAI,46403,4094,46403,Go,https://api.github.com/repos/mudler/LocalAI,6421
jeecgboot/JeecgBoot,46363,16002,46363,Java,https://api.github.com/repos/jeecgboot/JeecgBoot,2268
Asabeneh/30-Days-Of-JavaScript,46360,10437,46360,JavaScript,https://api.github.com/repos/Asabeneh/30-Days-Of-JavaScript,584
bevyengine/bevy,46196,4577,46196,Rust,https://api.github.com/repos/bevyengine/bevy,11498
ziishaned/learn-regex,46118,6175,46118,,https://api.github.com/repos/ziishaned/learn-regex,352
CherryHQ/cherry-studio,46087,4382,46087,TypeScript,https://api.github.com/repos/CherryHQ/cherry-studio,5932
microsoft/monaco-editor,46054,4068,46054,JavaScript,https://api.github.com/repos/microsoft/monaco-editor,3627
twentyhq/twenty,46017,6486,46017,TypeScript,https://api.github.com/repos/twentyhq/twenty,12243
prisma/prisma,46006,2215,46006,TypeScript,https://api.github.com/repos/prisma/prisma,12220
LeCoupa/awesome-cheatsheets,45899,6700,45899,JavaScript,https://api.github.com/repos/LeCoupa/awesome-cheatsheets,779
lukasz-madon/awesome-remote-job,45861,4619,45861,,https://api.github.com/repos/lukasz-madon/awesome-remote-job,1214
tmux/tmux,45789,2629,45789,C,https://api.github.com/repos/tmux/tmux,11080
android/architecture-samples,45699,11871,45699,Kotlin,https://api.github.com/repos/android/architecture-samples,830
aaif-goose/goose,45669,4686,45669,Rust,https://api.github.com/repos/aaif-goose/goose,4561
bannedbook/fanqiang,45606,7917,45606,Kotlin,https://api.github.com/repos/bannedbook/fanqiang,1405
google/zx,45504,1270,45504,JavaScript,https://api.github.com/repos/google/zx,1024
apache/airflow,45492,17087,45492,Python,https://api.github.com/repos/apache/airflow,38441
upscayl/upscayl,45464,2231,45464,TypeScript,https://api.github.com/repos/upscayl/upscayl,1114
ColorlibHQ/AdminLTE,45384,18223,45384,CSS,https://api.github.com/repos/ColorlibHQ/AdminLTE,2839
jestjs/jest,45364,6660,45364,TypeScript,https://api.github.com/repos/jestjs/jest,7661
coqui-ai/TTS,45360,6106,45360,Python,https://api.github.com/repos/coqui-ai/TTS,4668
docker/awesome-compose,45355,8147,45355,HTML,https://api.github.com/repos/docker/awesome-compose,269
RocketChat/Rocket.Chat,45340,13577,45340,TypeScript,https://api.github.com/repos/RocketChat/Rocket.Chat,29475
Aider-AI/aider,45140,4459,45140,Python,https://api.github.com/repos/Aider-AI/aider,13135
Leaflet/Leaflet,45061,6129,45061,JavaScript,https://api.github.com/repos/Leaflet/Leaflet,8145
isocpp/CppCoreGuidelines,45018,5543,45018,CSS,https://api.github.com/repos/isocpp/CppCoreGuidelines,2202
iina/iina,44950,2825,44950,Swift,https://api.github.com/repos/iina/iina,4012
9001/copyparty,44949,1836,44949,Python,https://api.github.com/repos/9001/copyparty,4607
exo-explore/exo,44854,3181,44854,Python,https://api.github.com/repos/exo-explore/exo,2343
GitSquared/edex-ui,44840,3119,44840,JavaScript,https://api.github.com/repos/GitSquared/edex-ui,1428
pyenv/pyenv,44801,3272,44801,Shell,https://api.github.com/repos/pyenv/pyenv,3668
grpc/grpc,44793,11171,44793,C++,https://api.github.com/repos/grpc/grpc,58452
meteor/meteor,44785,5253,44785,JavaScript,https://api.github.com/repos/meteor/meteor,42113
addyosmani/agent-skills,44747,4941,44747,Shell,https://api.github.com/repos/addyosmani/agent-skills,193
react-hook-form/react-hook-form,44725,2405,44725,TypeScript,https://api.github.com/repos/react-hook-form/react-hook-form,4003
zhayujie/CowAgent,44713,10120,44713,Python,https://api.github.com/repos/zhayujie/CowAgent,1896
streamlit/streamlit,44678,4262,44678,Python,https://api.github.com/repos/streamlit/streamlit,9745
SimplifyJobs/Summer2026-Internships,44654,3178,44654,Python,https://api.github.com/repos/SimplifyJobs/Summer2026-Internships,46953
vercel/hyper,44593,3560,44593,TypeScript,https://api.github.com/repos/vercel/hyper,4066
sudheerj/reactjs-interview-questions,44582,10365,44582,JavaScript,https://api.github.com/repos/sudheerj/reactjs-interview-questions,624
zhongyang219/TrafficMonitor,44516,3688,44516,C++,https://api.github.com/repos/zhongyang219/TrafficMonitor,1333
cli/cli,44508,8464,44508,Go,https://api.github.com/repos/cli/cli,11299
hesreallyhim/awesome-claude-code,44502,3829,44502,Python,https://api.github.com/repos/hesreallyhim/awesome-claude-code,1157
helix-editor/helix,44475,3487,44475,Rust,https://api.github.com/repos/helix-editor/helix,7403
milvus-io/milvus,44400,4014,44400,Go,https://api.github.com/repos/milvus-io/milvus,24698
hiroi-sora/Umi-OCR,44399,4381,44399,Python,https://api.github.com/repos/hiroi-sora/Umi-OCR,1267
usebruno/bruno,44333,2493,44333,JavaScript,https://api.github.com/repos/usebruno/bruno,4319
jgm/pandoc,44282,3861,44282,Haskell,https://api.github.com/repos/jgm/pandoc,18961
byoungd/English-level-up-tips,44230,4661,44230,,https://api.github.com/repos/byoungd/English-level-up-tips,317
DIYgod/RSSHub,44174,9806,44174,TypeScript,https://api.github.com/repos/DIYgod/RSSHub,16771
calcom/cal.diy,44127,13578,44127,TypeScript,https://api.github.com/repos/calcom/cal.diy,16438
siyuan-note/siyuan,44057,2810,44057,TypeScript,https://api.github.com/repos/siyuan-note/siyuan,22211
AykutSarac/jsoncrack.com,44039,3543,44039,TypeScript,https://api.github.com/repos/AykutSarac/jsoncrack.com,1885
parcel-bundler/parcel,44032,2277,44032,JavaScript,https://api.github.com/repos/parcel-bundler/parcel,3499
streamich/react-use,43977,3273,43977,TypeScript,https://api.github.com/repos/streamich/react-use,3012
spf13/cobra,43976,3146,43976,Go,https://api.github.com/repos/spf13/cobra,1105
yangshun/front-end-interview-handbook,43960,5950,43960,MDX,https://api.github.com/repos/yangshun/front-end-interview-handbook,864
getsentry/sentry,43946,4714,43946,Python,https://api.github.com/repos/getsentry/sentry,104120
astaxie/build-web-application-with-golang,43931,10488,43931,Go,https://api.github.com/repos/astaxie/build-web-application-with-golang,5178
babel/babel,43906,5826,43906,TypeScript,https://api.github.com/repos/babel/babel,18519
square/retrofit,43906,7345,43906,HTML,https://api.github.com/repos/square/retrofit,2765
NaiboWang/EasySpider,43855,5337,43855,JavaScript,https://api.github.com/repos/NaiboWang/EasySpider,687
aymericdamien/TensorFlow-Examples,43770,14756,43770,Jupyter Notebook,https://api.github.com/repos/aymericdamien/TensorFlow-Examples,250
mitmproxy/mitmproxy,43639,4572,43639,Python,https://api.github.com/repos/mitmproxy/mitmproxy,11157
karanpratapsingh/system-design,43594,5638,43594,,https://api.github.com/repos/karanpratapsingh/system-design,36
files-community/Files,43585,2728,43585,C#,https://api.github.com/repos/files-community/Files,6868
anthropics/claude-cookbooks,43529,4982,43529,Jupyter Notebook,https://api.github.com/repos/anthropics/claude-cookbooks,575
KeygraphHQ/shannon,43505,4998,43505,TypeScript,https://api.github.com/repos/KeygraphHQ/shannon,240
Kong/kong,43427,5144,43427,Lua,https://api.github.com/repos/Kong/kong,11254
microsoft/qlib,43337,6820,43337,Python,https://api.github.com/repos/microsoft/qlib,2065
apache/spark,43318,29200,43318,Scala,https://api.github.com/repos/apache/spark,48216
fastapi/full-stack-fastapi-template,43282,8565,43282,TypeScript,https://api.github.com/repos/fastapi/full-stack-fastapi-template,1304
FuelLabs/fuels-rs,43194,1360,43194,Rust,https://api.github.com/repos/FuelLabs/fuels-rs,901
Unitech/pm2,43171,2717,43171,JavaScript,https://api.github.com/repos/Unitech/pm2,5218
FuelLabs/fuels-ts,43169,1371,43169,TypeScript,https://api.github.com/repos/FuelLabs/fuels-ts,1852
Light-City/CPlusPlusThings,43162,8834,43162,C++,https://api.github.com/repos/Light-City/CPlusPlusThings,305
alex/what-happens-when,43105,5737,43105,,https://api.github.com/repos/alex/what-happens-when,294
sharkdp/fd,43083,1065,43083,Rust,https://api.github.com/repos/sharkdp/fd,1924
logseq/logseq,43011,2635,43011,Clojure,https://api.github.com/repos/logseq/logseq,24518
HKUDS/nanobot,42982,7572,42982,Python,https://api.github.com/repos/HKUDS/nanobot,2612
ziglang/zig,42942,3069,42942,Zig,https://api.github.com/repos/ziglang/zig,36058
faif/python-patterns,42753,7036,42753,Python,https://api.github.com/repos/faif/python-patterns,896
colinhacks/zod,42748,1968,42748,TypeScript,https://api.github.com/repos/colinhacks/zod,2925
juspay/hyperswitch,42724,4692,42724,Rust,https://api.github.com/repos/juspay/hyperswitch,7138
gradio-app/gradio,42658,3476,42658,Python,https://api.github.com/repos/gradio-app/gradio,8532
ray-project/ray,42628,7599,42628,Python,https://api.github.com/repos/ray-project/ray,30451
janhq/jan,42617,2871,42617,TypeScript,https://api.github.com/repos/janhq/jan,7961
charmbracelet/bubbletea,42596,1219,42596,Go,https://api.github.com/repos/charmbracelet/bubbletea,1863
ccxt/ccxt,42555,8686,42555,Python,https://api.github.com/repos/ccxt/ccxt,95694
payloadcms/payload,42544,3727,42544,TypeScript,https://api.github.com/repos/payloadcms/payload,15370
k88hudson/git-flight-rules,42478,3180,42478,,https://api.github.com/repos/k88hudson/git-flight-rules,453
deepspeedai/DeepSpeed,42387,4837,42387,Python,https://api.github.com/repos/deepspeedai/DeepSpeed,3155
Alamofire/Alamofire,42381,7664,42381,Swift,https://api.github.com/repos/Alamofire/Alamofire,1678
mingrammer/diagrams,42286,2725,42286,Python,https://api.github.com/repos/mingrammer/diagrams,659
apachecn/ailearning,42274,11579,42274,Python,https://api.github.com/repos/apachecn/ailearning,243
zen-browser/desktop,42137,1504,42137,JavaScript,https://api.github.com/repos/zen-browser/desktop,6755
curl/curl,41970,7208,41970,C,https://api.github.com/repos/curl/curl,38739
nolimits4web/swiper,41853,9667,41853,JavaScript,https://api.github.com/repos/nolimits4web/swiper,3825
danielmiessler/Fabric,41803,4144,41803,Go,https://api.github.com/repos/danielmiessler/Fabric,3833
hexojs/hexo,41721,12,41721,TypeScript,https://api.github.com/repos/hexojs/hexo,3746
dylanaraps/pure-bash-bible,41589,3632,41589,Shell,https://api.github.com/repos/dylanaraps/pure-bash-bible,263
zbezj/HEU_KMS_Activator,41571,3868,41571,,https://api.github.com/repos/zbezj/HEU_KMS_Activator,41
fastlane/fastlane,41551,6009,41551,Ruby,https://api.github.com/repos/fastlane/fastlane,16834
dcloudio/uni-app,41533,3713,41533,Objective-C,https://api.github.com/repos/dcloudio/uni-app,10776
psf/black,41520,2777,41520,Python,https://api.github.com/repos/psf/black,2221
apache/dubbo,41520,26449,41520,Java,https://api.github.com/repos/apache/dubbo,8854
yarnpkg/yarn,41516,2729,41516,JavaScript,https://api.github.com/repos/yarnpkg/yarn,2358
LC044/WeChatMsg,41462,5137,41462,,https://api.github.com/repos/LC044/WeChatMsg,9
HeyPuter/puter,41442,3779,41442,JavaScript,https://api.github.com/repos/HeyPuter/puter,5813
DataExpert-io/data-engineer-handbook,41407,7842,41407,Jupyter Notebook,https://api.github.com/repos/DataExpert-io/data-engineer-handbook,486
hpcaitech/ColossalAI,41390,4509,41390,Python,https://api.github.com/repos/hpcaitech/ColossalAI,3977
chubin/cheat.sh,41386,1920,41386,Python,https://api.github.com/repos/chubin/cheat.sh,923
nwjs/nw.js,41182,3858,41182,JavaScript,https://api.github.com/repos/nwjs/nw.js,5774
zai-org/ChatGLM-6B,41094,5160,41094,Python,https://api.github.com/repos/zai-org/ChatGLM-6B,368
bailicangdu/vue2-elm,41084,12288,41084,Vue,https://api.github.com/repos/bailicangdu/vue2-elm,512
tabler/tabler,41077,4367,41077,HTML,https://api.github.com/repos/tabler/tabler,3132
styled-components/styled-components,41023,2527,41023,TypeScript,https://api.github.com/repos/styled-components/styled-components,3891
DataTalksClub/data-engineering-zoomcamp,41006,8190,41006,Jupyter Notebook,https://api.github.com/repos/DataTalksClub/data-engineering-zoomcamp,1226
vuetifyjs/vuetify,41003,7132,41003,TypeScript,https://api.github.com/repos/vuetifyjs/vuetify,18035
666ghj/BettaFish,41002,7564,41002,Python,https://api.github.com/repos/666ghj/BettaFish,1000
aria2/aria2,40995,3865,40995,C++,https://api.github.com/repos/aria2/aria2,5445
saadeghi/daisyui,40975,1632,40975,Svelte,https://api.github.com/repos/saadeghi/daisyui,2949
paperless-ngx/paperless-ngx,40903,2712,40903,Python,https://api.github.com/repos/paperless-ngx/paperless-ngx,11443
vnpy/vnpy,40801,11740,40801,Python,https://api.github.com/repos/vnpy/vnpy,6903
ChromeDevTools/chrome-devtools-mcp,40712,2579,40712,TypeScript,https://api.github.com/repos/ChromeDevTools/chrome-devtools-mcp,880
mifi/lossless-cut,40598,1969,40598,TypeScript,https://api.github.com/repos/mifi/lossless-cut,3574
asgeirtj/system_prompts_leaks,40586,6741,40586,,https://api.github.com/repos/asgeirtj/system_prompts_leaks,490
bradtraversy/50projects50days,40568,9758,40568,CSS,https://api.github.com/repos/bradtraversy/50projects50days,159
QSCTech/zju-icicles,40544,9585,40544,HTML,https://api.github.com/repos/QSCTech/zju-icicles,1558
freefq/free,40531,5648,40531,,https://api.github.com/repos/freefq/free,8115
chakra-ui/chakra-ui,40433,3610,40433,TypeScript,https://api.github.com/repos/chakra-ui/chakra-ui,11478
imputnet/cobalt,40420,3436,40420,Svelte,https://api.github.com/repos/imputnet/cobalt,3281
remoteintech/remote-jobs,40401,3940,40401,JavaScript,https://api.github.com/repos/remoteintech/remote-jobs,3118
vim/vim,40382,6049,40382,Vim Script,https://api.github.com/repos/vim/vim,23658
agno-agi/agno,40297,5411,40297,Python,https://api.github.com/repos/agno-agi/agno,5600
wg/wrk,40285,3031,40285,C,https://api.github.com/repos/wg/wrk,80
trpc/trpc,40242,1614,40242,TypeScript,https://api.github.com/repos/trpc/trpc,4892
pingcap/tidb,40116,6185,40116,Go,https://api.github.com/repos/pingcap/tidb,28111
facebookresearch/faiss,40100,4387,40100,C++,https://api.github.com/repos/facebookresearch/faiss,2040
php/php-src,40082,8052,40082,C,https://api.github.com/repos/php/php-src,146284
chatboxai/chatbox,40054,4068,40054,TypeScript,https://api.github.com/repos/chatboxai/chatbox,962
google-research/bert,40022,9715,40022,Python,https://api.github.com/repos/google-research/bert,111
goabstract/Awesome-Design-Tools,39985,2258,39985,JavaScript,https://api.github.com/repos/goabstract/Awesome-Design-Tools,1649
evanw/esbuild,39910,1307,39910,Go,https://api.github.com/repos/evanw/esbuild,4429
appsmithorg/appsmith,39884,4570,39884,TypeScript,https://api.github.com/repos/appsmithorg/appsmith,20307
DavidHDev/react-bits,39852,1811,39852,JavaScript,https://api.github.com/repos/DavidHDev/react-bits,1362
videojs/video.js,39764,7498,39764,JavaScript,https://api.github.com/repos/videojs/video.js,4202
go-gorm/gorm,39764,4147,39764,Go,https://api.github.com/repos/go-gorm/gorm,2795
gofiber/fiber,39758,1984,39758,Go,https://api.github.com/repos/gofiber/fiber,5745
abhigyanpatwari/GitNexus,39710,4525,39710,TypeScript,https://api.github.com/repos/abhigyanpatwari/GitNexus,1038
photoprism/photoprism,39689,2273,39689,Go,https://api.github.com/repos/photoprism/photoprism,13134
phaserjs/phaser,39669,7132,39669,JavaScript,https://api.github.com/repos/phaserjs/phaser,20906
PatrickJS/awesome-cursorrules,39640,3386,39640,JavaScript,https://api.github.com/repos/PatrickJS/awesome-cursorrules,157
nushell/nushell,39548,2138,39548,Rust,https://api.github.com/repos/nushell/nushell,11420
floodsung/Deep-Learning-Papers-Reading-Roadmap,39498,7304,39498,Python,https://api.github.com/repos/floodsung/Deep-Learning-Papers-Reading-Roadmap,114
lm-sys/FastChat,39477,4792,39477,Python,https://api.github.com/repos/lm-sys/FastChat,890
koalaman/shellcheck,39473,1915,39473,Haskell,https://api.github.com/repos/koalaman/shellcheck,2219
roboflow/supervision,39465,3530,39465,Python,https://api.github.com/repos/roboflow/supervision,4859
moeru-ai/airi,39446,4001,39446,TypeScript,https://api.github.com/repos/moeru-ai/airi,3846
chen08209/FlClash,39423,2456,39423,Dart,https://api.github.com/repos/chen08209/FlClash,202
HKUDS/CLI-Anything,39419,3731,39419,Python,https://api.github.com/repos/HKUDS/CLI-Anything,687
google/styleguide,39314,12976,39314,HTML,https://api.github.com/repos/google/styleguide,581
2noise/ChatTTS,39300,4257,39300,Python,https://api.github.com/repos/2noise/ChatTTS,434
mindsdb/minds-platform,39195,6209,39195,Python,https://api.github.com/repos/mindsdb/minds-platform,20565
QuivrHQ/quivr,39155,3739,39155,Python,https://api.github.com/repos/QuivrHQ/quivr,2295
suno-ai/bark,39142,4685,39142,Jupyter Notebook,https://api.github.com/repos/suno-ai/bark,83
google/leveldb,39091,8199,39091,C++,https://api.github.com/repos/google/leveldb,447
microsoft/BitNet,39071,3562,39071,Python,https://api.github.com/repos/microsoft/BitNet,96
Lordog/dive-into-llms,39008,4780,39008,Jupyter Notebook,https://api.github.com/repos/Lordog/dive-into-llms,73
novuhq/novu,39007,4292,39007,TypeScript,https://api.github.com/repos/novuhq/novu,21767
exelban/stats,38995,1333,38995,Swift,https://api.github.com/repos/exelban/stats,2319
freeCodeCamp/devdocs,38950,2600,38950,Ruby,https://api.github.com/repos/freeCodeCamp/devdocs,6578
CorentinTh/it-tools,38893,4932,38893,Vue,https://api.github.com/repos/CorentinTh/it-tools,618
Dogfalo/materialize,38878,4639,38878,JavaScript,https://api.github.com/repos/Dogfalo/materialize,3878
XTLS/Xray-core,38832,5416,38832,Go,https://api.github.com/repos/XTLS/Xray-core,1841
gkd-kit/gkd,38783,1846,38783,Kotlin,https://api.github.com/repos/gkd-kit/gkd,1308
halo-dev/halo,38724,10271,38724,Java,https://api.github.com/repos/halo-dev/halo,6124
preactjs/preact,38646,2034,38646,JavaScript,https://api.github.com/repos/preactjs/preact,6103
google/googletest,38634,10778,38634,C++,https://api.github.com/repos/google/googletest,4573
juanfont/headscale,38586,2114,38586,Go,https://api.github.com/repos/juanfont/headscale,4203
outline/outline,38581,3297,38581,TypeScript,https://api.github.com/repos/outline/outline,9567
ManimCommunity/manim,38567,2856,38567,Python,https://api.github.com/repos/ManimCommunity/manim,6233
pola-rs/polars,38566,2839,38566,Rust,https://api.github.com/repos/pola-rs/polars,14765
vadimdemedes/ink,38512,991,38512,TypeScript,https://api.github.com/repos/vadimdemedes/ink,781
lapce/lapce,38460,1278,38460,Rust,https://api.github.com/repos/lapce/lapce,3636
ZhuLinsen/daily_stock_analysis,38446,37103,38446,Python,https://api.github.com/repos/ZhuLinsen/daily_stock_analysis,658
llvm/llvm-project,38441,17220,38441,LLVM,https://api.github.com/repos/llvm/llvm-project,581549
Kong/insomnia,38430,2285,38430,TypeScript,https://api.github.com/repos/Kong/insomnia,6157
gto76/python-cheatsheet,38412,6727,38412,Python,https://api.github.com/repos/gto76/python-cheatsheet,2897
sxyazi/yazi,38367,880,38367,Rust,https://api.github.com/repos/sxyazi/yazi,1410
duckdb/duckdb,38357,3257,38357,C++,https://api.github.com/repos/duckdb/duckdb,75998
RSSNext/Folo,38347,2057,38347,TypeScript,https://api.github.com/repos/RSSNext/Folo,6902
sickn33/antigravity-awesome-skills,38332,6245,38332,Python,https://api.github.com/repos/sickn33/antigravity-awesome-skills,1704
ant-design/ant-design-pro,38265,8243,38265,TypeScript,https://api.github.com/repos/ant-design/ant-design-pro,2803
TeamNewPipe/NewPipe,38250,3584,38250,Java,https://api.github.com/repos/TeamNewPipe/NewPipe,12141
rapid7/metasploit-framework,38226,14862,38226,Ruby,https://api.github.com/repos/rapid7/metasploit-framework,81491
istio/istio,38213,8305,38213,Go,https://api.github.com/repos/istio/istio,26224
PhilJay/MPAndroidChart,38209,8993,38209,Java,https://api.github.com/repos/PhilJay/MPAndroidChart,2072
impress/impress.js,38183,6602,38183,JavaScript,https://api.github.com/repos/impress/impress.js,423
httpie/cli,38170,3959,38170,Python,https://api.github.com/repos/httpie/cli,1797
kilimchoi/engineering-blogs,38164,2011,38164,Ruby,https://api.github.com/repos/kilimchoi/engineering-blogs,1720
naptha/tesseract.js,38096,2365,38096,JavaScript,https://api.github.com/repos/naptha/tesseract.js,846
chatanywhere/GPT_API_free,38085,2647,38085,,https://api.github.com/repos/chatanywhere/GPT_API_free,142
spacedriveapp/spacedrive,38067,1284,38067,Rust,https://api.github.com/repos/spacedriveapp/spacedrive,4883
chatchat-space/Langchain-Chatchat,38065,6211,38065,Python,https://api.github.com/repos/chatchat-space/Langchain-Chatchat,2471
google-research/google-research,37968,8411,37968,Jupyter Notebook,https://api.github.com/repos/google-research/google-research,5017
dotnet/aspnetcore,37940,10664,37940,C#,https://api.github.com/repos/dotnet/aspnetcore,56371
ToolJet/ToolJet,37928,5069,37928,JavaScript,https://api.github.com/repos/ToolJet/ToolJet,16031
ashishps1/awesome-system-design-resources,37909,8172,37909,Java,https://api.github.com/repos/ashishps1/awesome-system-design-resources,154
huihut/interview,37893,8106,37893,C++,https://api.github.com/repos/huihut/interview,388
amruthpillai/reactive-resume,37836,4276,37836,TypeScript,https://api.github.com/repos/amruthpillai/reactive-resume,5445
