repo_name,stars,forks,language,open_issues_count,size,has_wiki,has_pages,has_discussions,archived,repo_age_days,commits
ggml-org/whisper.cpp,49994,5562,C++,1196,37293,True,True,True,False,1334,4478
Fission-AI/OpenSpec,49983,3503,TypeScript,343,4004,False,False,True,False,290,588
mastodon/mastodon,49964,7445,Ruby,4454,381859,False,False,True,False,3741,21350
nlohmann/json,49755,7400,C++,68,248700,False,True,True,False,4705,4932
cypress-io/cypress,49649,3403,TypeScript,1229,553046,False,True,True,False,4097,22947
expo/expo,49590,12377,TypeScript,552,3660211,True,False,True,False,3566,32304
run-llama/llama_index,49580,7447,Python,389,459932,False,False,True,False,1297,7807
makeplane/plane,49553,4321,TypeScript,831,286550,True,False,True,False,1280,7013
AlistGo/alist,49513,7942,Go,565,6436,True,False,True,False,1975,2417
NARKOZ/hacker-scripts,49502,6644,JavaScript,70,105,False,False,False,False,3834,150
TanStack/query,49485,3846,TypeScript,196,110671,False,False,True,False,2445,4697
nexu-io/open-design,49437,5620,TypeScript,355,945233,True,False,True,False,24,1266
huginn/huginn,49312,4264,Ruby,696,9464,True,False,False,False,4821,4042
VoltAgent/awesome-openclaw-skills,49147,4811,,10,1951,False,False,False,False,117,381
tw93/Pake,48877,9881,Rust,3,64118,False,False,True,False,1316,2065
pandas-dev/pandas,48825,19967,Python,3264,394158,False,False,False,False,5750,38033
lllyasviel/Fooocus,48750,7931,Python,297,34158,False,False,True,False,1016,1144
JuliaLang/julia,48728,5775,Julia,4710,367760,False,False,True,False,5510,61958
serhii-londar/open-source-mac-os-apps,48696,2571,,82,5804,True,True,True,False,3122,1500
iamkun/dayjs,48652,2429,JavaScript,1229,5989,True,True,False,False,2964,1638
skylot/jadx,48641,5525,Java,424,25533,True,False,True,False,4812,2659
1c7/chinese-independent-developer,48631,4171,,1,5265,False,True,False,False,3165,2890
algorithm-visualizer/algorithm-visualizer,48550,7589,JavaScript,79,21182,True,False,False,False,3659,668
hashicorp/terraform,48447,10349,Go,1903,354339,False,False,False,False,4452,35436
x64dbg/x64dbg,48434,2743,C++,569,64763,True,False,True,False,4058,6121
kelseyhightower/kubernetes-the-hard-way,48360,15670,,49,711,True,False,False,False,3606,296
ReactiveX/RxJava,48253,7590,Java,22,163011,True,True,False,False,4881,6418
jakevdp/PythonDataScienceHandbook,48216,18962,Jupyter Notebook,231,43642,True,True,False,False,3571,235
penpot/penpot,48178,3049,Clojure,698,366588,False,False,True,False,3796,22157
Homebrew/brew,48143,11130,Ruby,15,114758,False,True,False,False,3729,49681
type-challenges/type-challenges,48109,5257,TypeScript,33189,3344,False,False,True,False,2128,1028
bigskysoftware/htmx,48068,1597,JavaScript,656,325362,False,False,True,False,2229,3535
akullpp/awesome-java,48005,7674,,12,2664,True,False,False,False,4335,1766
moment/moment,47984,6998,JavaScript,299,22191,False,False,False,False,5561,4064
BerriAI/litellm,47932,8258,Python,3262,1086491,True,True,True,False,1030,39351
bmad-code-org/BMAD-METHOD,47855,5583,JavaScript,63,44126,True,True,True,False,403,1884
nilbuild/design-patterns-for-humans,47839,5507,,16,149,True,False,False,False,3381,142
GokuMohandas/Made-With-ML,47734,7529,Jupyter Notebook,25,3447,True,False,False,False,2755,19
microsoft/AI-For-Beginners,47711,9852,Jupyter Notebook,5,1416835,True,True,True,False,1905,1171
remotion-dev/remotion,47681,3318,TypeScript,112,3868993,False,True,True,False,2158,32991
karan/Projects,47673,10642,,117,1790,False,False,False,False,4705,182
astral-sh/ruff,47643,2112,Rust,1985,142157,False,False,True,False,1381,15314
minimaxir/big-list-of-naughty-strings,47638,2160,Python,108,330,True,False,False,False,3939,273
brillout/awesome-react-components,47625,3767,,50,1367,True,False,False,False,3618,1016
gogs/gogs,47547,5065,Go,988,210977,False,False,True,False,4482,6253
ClickHouse/ClickHouse,47537,8415,C++,6088,6652006,True,False,True,False,3641,233947
DovAmir/awesome-design-patterns,47460,3247,,24,98,True,True,False,False,2908,108
metabase/metabase,47403,6480,Clojure,4149,1896710,True,False,False,False,4126,42228
microsoft/VibeVoice,47353,5273,Python,160,215599,True,True,False,False,270,135
chenglou/pretext,47352,2618,TypeScript,65,1576,True,True,False,False,75,395
pixijs/pixijs,47233,5017,TypeScript,331,136357,True,False,True,False,4868,8691
oobabooga/textgen,47195,5983,Python,804,32244,True,False,True,False,1248,5749
tldraw/tldraw,47141,3226,TypeScript,390,1371136,False,False,False,False,1839,5788
slab/quill,47110,3641,TypeScript,650,18429,False,False,True,False,5043,5752
discourse/discourse,47075,8914,Ruby,156,908366,False,False,False,False,4878,65681
typescript-cheatsheets/react,47057,4295,TypeScript,0,3104,False,False,True,False,2911,1069
square/okhttp,46979,9271,Kotlin,111,63430,False,True,False,False,5051,6267
serverless/serverless,46916,5734,JavaScript,1240,104841,False,False,True,False,4049,16392
v2ray/v2ray-core,46849,8848,Go,17,55242,False,False,False,False,3913,5389
gedoor/legado,46836,5377,Kotlin,58,64170,True,False,True,False,2557,6558
dypsilon/frontend-dev-bookmarks,46763,5147,,128,1048,False,False,False,False,4717,390
slidevjs/slidev,46666,2077,TypeScript,182,80815,False,False,True,False,1854,3045
acmesh-official/acme.sh,46643,5572,Shell,1404,7555,True,False,True,False,3800,6604
santifer/career-ops,46619,9747,JavaScript,156,29312,True,False,True,False,47,203
Raphire/Win11Debloat,46550,1887,PowerShell,33,1899,True,False,True,False,2032,428
GitHubDaily/GitHubDaily,46539,4653,,599,3027,True,False,False,False,2700,101
coreybutler/nvm-windows,46473,3826,Go,86,32685,True,False,True,False,4261,542
KRTirtho/spotube,46456,2099,Dart,797,146213,True,True,True,False,1923,2154
mudler/LocalAI,46407,4096,Go,160,60277,True,True,True,False,1160,6421
Asabeneh/30-Days-Of-JavaScript,46360,10437,JavaScript,370,124993,True,False,True,False,2342,584
jeecgboot/JeecgBoot,46358,16002,Java,23,96627,True,True,False,False,2734,2268
bevyengine/bevy,46194,4576,Rust,3270,167466,False,True,True,False,2315,11504
ziishaned/learn-regex,46119,6175,,65,928,True,False,False,False,3226,352
CherryHQ/cherry-studio,46090,4383,TypeScript,1210,252322,False,False,True,False,728,5932
microsoft/monaco-editor,46054,4068,JavaScript,820,139848,True,True,True,False,3635,3627
twentyhq/twenty,46025,6486,TypeScript,119,1243172,False,False,True,False,1268,12247
prisma/prisma,46007,2216,TypeScript,2599,168055,False,True,True,False,2528,12220
LeCoupa/awesome-cheatsheets,45898,6699,JavaScript,139,8889,True,True,False,False,3116,779
lukasz-madon/awesome-remote-job,45862,4619,,22,1119,True,False,False,False,4158,1214
tmux/tmux,45796,2630,C,41,19960,True,False,True,False,4005,11083
android/architecture-samples,45699,11871,Kotlin,220,13364,True,False,False,False,3759,830
aaif-goose/goose,45671,4688,Rust,203,916456,True,True,True,False,636,4561
bannedbook/fanqiang,45607,7917,Kotlin,325,751979,True,True,True,False,4146,1405
google/zx,45504,1270,JavaScript,43,3888,False,True,True,False,1843,1024
apache/airflow,45495,17089,Python,1713,608727,False,False,True,False,4056,38442
upscayl/upscayl,45465,2230,TypeScript,59,567685,True,False,True,False,1391,1114
ColorlibHQ/AdminLTE,45384,18223,CSS,0,140577,False,True,True,False,4531,2839
jestjs/jest,45363,6660,TypeScript,224,319304,True,True,True,False,4546,7661
coqui-ai/TTS,45359,6106,Python,9,170196,True,False,True,False,2192,4668
docker/awesome-compose,45355,8147,HTML,375,11056,False,False,False,False,2290,269
RocketChat/Rocket.Chat,45341,13577,TypeScript,3697,2031087,True,True,True,False,4021,29475
Aider-AI/aider,45142,4460,Python,1568,140355,True,True,False,False,1108,13135
Leaflet/Leaflet,45062,6129,JavaScript,543,60190,False,True,True,False,5720,8145
isocpp/CppCoreGuidelines,45018,5543,CSS,249,27754,False,True,False,False,3928,2202
iina/iina,44951,2825,Swift,1912,246703,True,False,True,False,3441,4013
exo-explore/exo,44853,3181,Python,226,39451,False,False,False,False,696,2343
GitSquared/edex-ui,44839,3119,JavaScript,6,31579,True,False,True,True,3401,1428
pyenv/pyenv,44798,3272,Shell,56,6481,True,False,True,False,5012,3668
grpc/grpc,44794,11169,C++,1342,606734,False,True,True,False,4182,58453
meteor/meteor,44785,5253,JavaScript,379,146858,True,False,True,False,5237,42113
addyosmani/agent-skills,44782,4946,Shell,97,424,True,False,False,False,95,193
react-hook-form/react-hook-form,44725,2405,TypeScript,98,31376,False,False,True,False,2634,4003
zhayujie/CowAgent,44714,10120,Python,325,8376,True,False,True,False,1384,1897
streamlit/streamlit,44678,4258,Python,1306,1004346,False,False,False,False,2463,9746
SimplifyJobs/Summer2026-Internships,44654,3179,Python,5,2618672,False,False,False,False,2189,46960
vercel/hyper,44592,3560,TypeScript,1041,23515,False,False,True,False,3612,4066
sudheerj/reactjs-interview-questions,44583,10365,JavaScript,15,6705,True,False,False,False,2912,624
zhongyang219/TrafficMonitor,44517,3687,C++,1309,16715,True,False,True,False,3218,1333
cli/cli,44514,8464,Go,1023,77070,False,False,True,False,2422,11300
hesreallyhim/awesome-claude-code,44507,3830,Python,321,20923,False,False,True,False,397,1157
helix-editor/helix,44473,3487,Rust,1559,83617,True,True,True,False,2181,7403
milvus-io/milvus,44401,4015,Go,914,293832,True,False,True,False,2440,24698
hiroi-sora/Umi-OCR,44399,4380,Python,338,281373,True,False,True,False,1516,1267
usebruno/bruno,44336,2494,JavaScript,1647,50125,False,False,True,False,1332,4320
jgm/pandoc,44286,3861,Haskell,1074,69958,True,False,True,False,5906,18961
byoungd/English-level-up-tips,44233,4662,,25,45971,True,True,True,False,3279,317
calcom/cal.diy,44233,13599,TypeScript,1321,1138730,False,False,False,False,1887,16438
DIYgod/RSSHub,44176,9803,TypeScript,354,1058859,True,True,True,False,2971,16775
siyuan-note/siyuan,44062,2810,TypeScript,366,485711,False,False,False,False,2091,22211
AykutSarac/jsoncrack.com,44040,3543,TypeScript,35,42011,False,True,True,False,1572,1885
parcel-bundler/parcel,44032,2277,JavaScript,592,63781,False,False,True,False,3209,3499
streamich/react-use,43977,3273,TypeScript,655,83973,True,True,False,False,2764,3012
spf13/cobra,43975,3146,Go,370,2106,True,False,False,False,4643,1105
yangshun/front-end-interview-handbook,43960,5951,MDX,12,330820,True,False,True,False,3050,864
getsentry/sentry,43946,4719,Python,2085,876594,False,False,True,False,5743,104124
astaxie/build-web-application-with-golang,43931,10488,Go,138,38293,True,False,False,False,5041,5178
babel/babel,43907,5826,TypeScript,754,143423,False,False,True,False,4254,18519
square/retrofit,43906,7345,HTML,170,7421,False,True,True,False,5736,2765
NaiboWang/EasySpider,43854,5336,JavaScript,266,151327,True,False,False,False,2134,688
aymericdamien/TensorFlow-Examples,43770,14757,Jupyter Notebook,228,10242,True,False,False,False,3845,250
mitmproxy/mitmproxy,43644,4574,Python,430,68754,False,False,True,False,5939,11157
karanpratapsingh/system-design,43596,5638,,3,5564,True,False,False,False,1375,36
files-community/Files,43586,2729,C#,520,276185,False,False,False,False,2694,6868
anthropics/claude-cookbooks,43532,4983,Jupyter Notebook,198,207433,True,False,False,False,1010,575
KeygraphHQ/shannon,43509,4999,TypeScript,15,62184,True,False,True,False,237,240
Kong/kong,43425,5144,Lua,142,97611,False,False,True,False,4203,11254
microsoft/qlib,43341,6821,Python,403,17997,True,False,False,False,2107,2065
apache/spark,43319,29204,Scala,411,558692,False,True,False,False,4469,48217
fastapi/full-stack-fastapi-template,43284,8568,TypeScript,31,5835,True,False,True,False,2644,1304
FuelLabs/fuels-rs,43194,1360,Rust,68,20145,False,True,True,False,1663,901
Unitech/pm2,43173,2717,JavaScript,1083,14032,False,False,False,False,4749,5218
FuelLabs/fuels-ts,43169,1371,TypeScript,78,115558,False,True,True,False,1721,1852
Light-City/CPlusPlusThings,43162,8834,C++,10,2503,True,False,True,False,2504,305
alex/what-happens-when,43101,5737,,2064,260,True,False,False,False,4579,294
sharkdp/fd,43086,1065,Rust,179,2397,False,False,True,False,3299,1924
logseq/logseq,43012,2635,Clojure,927,185939,False,False,True,False,2190,24518
HKUDS/nanobot,42987,7571,Python,862,42955,False,False,True,False,110,2612
ziglang/zig,42936,3069,Zig,2977,379756,True,False,False,False,3942,36058
faif/python-patterns,42753,7034,Python,15,3844,True,False,False,False,5097,896
colinhacks/zod,42748,1968,TypeScript,142,23943,True,False,True,False,2266,2925
juspay/hyperswitch,42724,4692,Rust,1702,395506,True,False,True,False,1313,7141
gradio-app/gradio,42657,3469,Python,466,353321,True,False,False,False,2711,8532
ray-project/ray,42629,7599,Python,3464,737300,False,False,False,False,3495,30451
janhq/jan,42620,2871,TypeScript,387,1547798,True,False,True,False,1009,7961
charmbracelet/bubbletea,42596,1218,Go,177,5866,True,False,True,False,2323,1863
ccxt/ccxt,42554,8687,Python,1328,6752586,True,True,False,False,3294,95701
payloadcms/payload,42549,3728,TypeScript,742,185452,False,False,True,False,1962,15370
k88hudson/git-flight-rules,42478,3180,,16,1035,True,False,False,False,4321,453
deepspeedai/DeepSpeed,42386,4836,Python,1293,246214,False,True,True,False,2310,3155
Alamofire/Alamofire,42381,7664,Swift,40,43105,False,True,True,False,4313,1678
mingrammer/diagrams,42287,2725,Python,390,72679,True,True,True,False,2300,659
apachecn/ailearning,42274,11578,Python,3,171378,False,True,True,False,3373,243
zen-browser/desktop,42138,1505,JavaScript,511,5906440,True,False,True,False,785,6755
curl/curl,41972,7208,C,49,137511,True,False,True,False,5908,38739
nolimits4web/swiper,41853,9667,JavaScript,250,83866,False,False,True,False,5181,3825
danielmiessler/Fabric,41805,4146,Go,53,153144,True,False,True,False,869,3833
hexojs/hexo,41721,12,TypeScript,96,7387,True,False,True,False,4988,3746
dylanaraps/pure-bash-bible,41592,3632,Shell,62,232,False,False,False,True,2900,263
zbezj/HEU_KMS_Activator,41573,3868,,170,109713,True,False,False,False,2525,41
fastlane/fastlane,41552,6009,Ruby,761,84590,False,False,True,False,4188,16834
dcloudio/uni-app,41532,3713,Objective-C,687,7987989,True,False,False,False,2871,10776
psf/black,41518,2776,Python,292,8077,True,False,False,False,2990,2221
apache/dubbo,41518,26449,Java,976,61602,True,False,True,False,5085,8854
yarnpkg/yarn,41516,2729,JavaScript,2063,119774,False,False,False,False,3775,2358
LC044/WeChatMsg,41460,5138,,25,2293,True,False,False,False,1227,9
HeyPuter/puter,41443,3780,JavaScript,18,37201,False,True,False,False,810,5813
DataExpert-io/data-engineer-handbook,41406,7842,Jupyter Notebook,39,62392,True,False,True,False,914,486
hpcaitech/ColossalAI,41391,4508,Python,499,66601,True,False,True,False,1666,3977
chubin/cheat.sh,41385,1920,Python,144,4717,True,False,False,False,3301,923
nwjs/nw.js,41182,3858,JavaScript,898,136327,True,False,False,False,5252,5774
zai-org/ChatGLM-6B,41091,5160,Python,607,9362,False,False,True,False,1166,368
bailicangdu/vue2-elm,41082,12288,Vue,121,34425,True,False,False,False,3437,512
tabler/tabler,41078,4367,HTML,134,374225,False,True,True,False,3032,3132
styled-components/styled-components,41023,2527,TypeScript,11,40680,False,False,True,False,3566,3891
DataTalksClub/data-engineering-zoomcamp,41007,8191,Jupyter Notebook,7,10048,True,False,False,False,1674,1226
vuetifyjs/vuetify,41004,7132,TypeScript,561,102520,False,False,True,False,3539,18035
666ghj/BettaFish,41001,7563,Python,27,187405,True,False,True,False,690,1000
aria2/aria2,40995,3865,C++,1145,31502,True,False,True,False,5655,5445
saadeghi/daisyui,40978,1632,Svelte,61,11702261,False,True,True,False,2000,2949
paperless-ngx/paperless-ngx,40906,2713,Python,5,185775,True,True,True,False,1559,11443
vnpy/vnpy,40807,11741,Python,6,303262,True,False,False,False,4099,6903
ChromeDevTools/chrome-devtools-mcp,40760,2582,TypeScript,81,10007,False,False,True,False,253,880
mifi/lossless-cut,40599,1970,TypeScript,278,25040,True,False,True,False,3491,3574
asgeirtj/system_prompts_leaks,40591,6741,,22,5130,True,False,True,False,384,490
bradtraversy/50projects50days,40568,9758,CSS,47,482,True,False,False,False,2012,159
QSCTech/zju-icicles,40545,9585,HTML,10,6076928,True,True,False,False,3614,1558
freefq/free,40531,5648,,581,42112,True,False,False,False,2175,8115
chakra-ui/chakra-ui,40433,3611,TypeScript,16,283333,False,False,True,False,2469,11478
imputnet/cobalt,40424,3435,Svelte,243,18177,False,False,True,False,1413,3281
remoteintech/remote-jobs,40402,3941,JavaScript,10,13841,False,True,True,False,3874,3118
vim/vim,40378,6049,Vim Script,1661,220728,True,False,True,False,3929,23658
agno-agi/agno,40299,5413,Python,935,286301,True,False,True,False,1478,5600
wg/wrk,40285,3031,C,204,38743,False,False,False,False,5176,80
trpc/trpc,40244,1615,TypeScript,221,69216,False,False,True,False,2134,4892
pingcap/tidb,40116,6185,Go,6304,683236,True,False,True,False,3911,28112
facebookresearch/faiss,40103,4387,C++,287,275745,True,True,True,False,3390,2040
php/php-src,40082,8052,C,1820,637946,False,True,False,False,5454,146284
chatboxai/chatbox,40052,4066,TypeScript,1155,41523,False,False,False,False,1173,962
google-research/bert,40021,9715,Python,880,317,True,False,False,True,2765,111
goabstract/Awesome-Design-Tools,39986,2258,JavaScript,152,19220,True,False,False,False,2656,1649
evanw/esbuild,39909,1307,Go,620,20323,False,False,False,False,3628,4429
appsmithorg/appsmith,39885,4569,TypeScript,4465,801853,True,False,False,False,2152,20307
DavidHDev/react-bits,39854,1812,JavaScript,1,64263,True,False,True,False,654,1362
videojs/video.js,39764,7498,JavaScript,656,127848,True,True,True,False,5851,4202
go-gorm/gorm,39760,4147,Go,537,4812,True,False,True,False,4592,2795
gofiber/fiber,39756,1984,Go,34,64400,False,True,False,False,2318,5745
abhigyanpatwari/GitNexus,39722,4526,TypeScript,300,29130,True,False,True,False,292,1041
photoprism/photoprism,39689,2273,Go,480,347648,False,False,True,False,3037,13135
phaserjs/phaser,39670,7132,JavaScript,107,479555,False,False,True,False,4788,20906
PatrickJS/awesome-cursorrules,39640,3386,JavaScript,2,2849,False,False,False,False,612,157
nushell/nushell,39548,2138,Rust,1480,64118,False,False,True,False,2568,11420
floodsung/Deep-Learning-Papers-Reading-Roadmap,39498,7304,Python,92,3638,True,False,False,False,3507,114
lm-sys/FastChat,39477,4792,Python,1032,35323,False,False,False,False,1160,890
koalaman/shellcheck,39473,1915,Haskell,1230,5645,True,False,False,False,4934,2219
roboflow/supervision,39468,3530,Python,108,3422629,False,True,True,False,1271,4859
HKUDS/CLI-Anything,39460,3732,Python,60,35520,False,True,True,False,75,687
moeru-ai/airi,39449,4002,TypeScript,137,503103,False,False,True,False,536,3846
chen08209/FlClash,39432,2456,Dart,784,53829,False,False,False,False,1011,202
google/styleguide,39315,12976,HTML,174,3295,False,True,False,False,4019,581
2noise/ChatTTS,39300,4257,Python,60,10772,True,False,False,False,724,434
mindsdb/minds-platform,39195,6209,Python,86,281460,True,True,True,False,2849,20565
QuivrHQ/quivr,39155,3739,Python,20,130685,False,False,True,False,1105,2295
suno-ai/bark,39143,4685,Jupyter Notebook,267,2641,True,False,True,False,1140,83
microsoft/BitNet,39070,3562,Python,317,8298,True,False,True,False,655,96
Lordog/dive-into-llms,39025,4781,Jupyter Notebook,14,136064,True,False,False,False,774,73
novuhq/novu,39008,4292,TypeScript,99,296169,False,False,False,False,1729,21769
exelban/stats,38999,1334,Swift,20,59106,False,False,False,False,2549,2319
freeCodeCamp/devdocs,38951,2601,Ruby,233,32609,False,False,False,False,4592,6578
CorentinTh/it-tools,38895,4934,Vue,795,13897,True,False,True,False,2238,618
Dogfalo/materialize,38878,4639,JavaScript,793,165568,True,True,False,False,4269,3878
XTLS/Xray-core,38836,5416,Go,62,30105,True,False,True,False,2020,1841
gkd-kit/gkd,38785,1846,Kotlin,4,4535,False,False,True,False,1053,1308
halo-dev/halo,38722,10271,Java,163,86838,False,False,True,False,2984,6124
preactjs/preact,38647,2034,JavaScript,149,19049,True,True,True,False,3906,6103
google/googletest,38634,10778,C++,554,14135,False,True,True,False,3950,4573
juanfont/headscale,38604,2114,Go,105,52475,False,True,False,False,2161,4207
outline/outline,38582,3298,TypeScript,66,315763,False,False,True,False,3651,9567
ManimCommunity/manim,38567,2856,Python,524,47459,True,False,True,False,2194,6233
pola-rs/polars,38567,2839,Rust,2729,206918,False,True,False,False,2199,14766
vadimdemedes/ink,38512,991,TypeScript,29,2186,False,False,True,False,3266,781
lapce/lapce,38460,1278,Rust,881,28748,False,True,True,False,3027,3636
ZhuLinsen/daily_stock_analysis,38453,37105,Python,45,71482,False,False,False,False,132,658
llvm/llvm-project,38445,17222,LLVM,36290,4018681,False,False,False,False,3453,581556
Kong/insomnia,38431,2285,TypeScript,845,150767,True,True,True,False,3681,6157
gto76/python-cheatsheet,38412,6727,Python,0,13631,True,True,True,False,3039,2897
sxyazi/yazi,38369,880,Rust,63,8024,False,False,True,False,1049,1411
duckdb/duckdb,38356,3257,C++,612,443989,False,False,True,False,2886,76037
RSSNext/Folo,38347,2056,TypeScript,373,75512,True,False,False,False,774,6902
sickn33/antigravity-awesome-skills,38343,6245,Python,0,55171,True,True,True,False,127,1704
ant-design/ant-design-pro,38263,8243,TypeScript,32,44002,True,True,True,False,3192,2803
TeamNewPipe/NewPipe,38252,3585,Java,1405,88356,True,False,True,False,3913,12141
rapid7/metasploit-framework,38226,14862,Ruby,620,1220988,True,True,True,False,5379,81491
istio/istio,38213,8305,Go,468,296786,True,False,True,False,3471,26224
PhilJay/MPAndroidChart,38209,8993,Java,2190,21593,True,False,False,False,4409,2072
impress/impress.js,38183,6602,JavaScript,59,4390,True,True,False,False,5258,423
httpie/cli,38170,3959,Python,289,6925,False,False,False,False,5200,1797
kilimchoi/engineering-blogs,38164,2012,Ruby,147,1339,True,False,False,False,3995,1720
naptha/tesseract.js,38096,2365,JavaScript,45,109272,False,True,True,False,3985,846
chatanywhere/GPT_API_free,38083,2647,,18,5569,True,False,False,False,1125,142
spacedriveapp/spacedrive,38071,1284,Rust,33,271488,False,False,True,False,1698,4883
chatchat-space/Langchain-Chatchat,38065,6211,Python,27,144496,True,False,True,False,1148,2471
google-research/google-research,37966,8412,Jupyter Notebook,1941,1190359,False,True,False,False,2786,5017
dotnet/aspnetcore,37940,10667,C#,3931,378472,True,False,True,False,4455,56374
ToolJet/ToolJet,37929,5069,JavaScript,1024,1638320,False,False,True,False,1879,16031
ashishps1/awesome-system-design-resources,37926,8174,Java,12,2340,True,False,False,False,940,154
huihut/interview,37893,8106,C++,2,5713,True,True,False,False,3024,388
amruthpillai/reactive-resume,37841,4276,TypeScript,74,210406,False,True,False,False,2249,5445
MHSanaei/3x-ui,37837,7121,Go,603,40795,True,True,False,False,1197,2428
FreeCodeCampChina/freecodecamp.cn,37703,1415,CSS,159,30959,True,False,False,False,3521,8845
GyulyVGC/sniffnet,37703,1523,Rust,61,342675,True,False,True,False,1390,2923
huiyadanli/RevokeMsgPatcher,37681,3988,C#,51,3755,True,False,True,False,2496,305
ShareX/ShareX,37643,3748,C#,651,67926,False,False,False,False,4608,8707
qbittorrent/qBittorrent,37616,4696,C++,2594,306818,True,False,True,False,5221,13728
vlang/v,37600,2245,V,106,107418,True,False,True,False,2660,23187
denysdovhan/wtfjs,37599,2692,JavaScript,44,1501,False,False,True,False,3233,442
portainer/portainer,37516,2830,TypeScript,746,86492,False,False,True,False,3654,5848
deepseek-ai/awesome-deepseek-integration,37501,4130,,74,80206,False,False,False,False,862,624
NervJS/taro,37487,4886,TypeScript,1727,1593617,True,True,True,False,2966,14346
TencentARC/GFPGAN,37459,6280,Python,402,5467,True,False,True,False,1890,107
sqlmapproject/sqlmap,37445,6267,Python,62,87571,True,True,False,False,5078,10546
docker/compose,37416,5838,Go,105,27860,False,False,False,False,4547,5742
LAION-AI/Open-Assistant,37414,3298,Python,296,35477,False,True,True,False,1256,3477
eugenp/tutorials,37347,53565,Java,35,119120,True,False,False,False,4770,20644
danny-avila/LibreChat,37320,7686,TypeScript,455,173689,True,True,True,False,1195,4268
alibaba/arthas,37319,7635,Java,474,66847,True,True,True,False,2822,2201
drawdb-io/drawdb,37287,3011,JavaScript,217,6872,False,False,True,False,1040,1146
exacity/deeplearningbook-chinese,37273,9140,TeX,67,8908,True,True,False,False,3453,730
YunaiV/ruoyi-vue-pro,37236,8078,Java,5,192323,True,False,False,False,1944,11227
0voice/interview_internal_reference,37228,9384,Python,36,1161,True,False,False,False,2538,378
openai/gym,37210,8700,Python,128,7125,True,False,False,True,3676,1758
LizardByte/Sunshine,37190,1942,C++,113,63042,False,True,False,False,1618,3283
aseprite/aseprite,37119,8083,C++,1961,47084,False,False,False,False,4293,10619
karpathy/LLM101n,37109,2034,,19,275,False,False,False,True,725,3
PKUanonym/REKCARC-TSC-UHT,37060,7844,HTML,3,4721748,True,False,False,False,2604,246
fengdu78/Coursera-ML-AndrewNg-Notes,36981,11181,HTML,68,662586,True,True,False,False,3121,119
AobingJava/JavaFamily,36952,7785,,6,420,True,False,False,False,2383,228
satwikkansal/wtfpython,36951,2668,Python,70,1464,True,False,True,False,3188,670
alebcay/awesome-shell,36944,2522,,164,653,True,False,False,False,4337,671
babysor/MockingBird,36901,5218,Python,482,130787,True,False,True,False,1749,215
siddharthvaddem/openscreen,36871,2532,TypeScript,77,163280,True,False,False,False,224,915
markedjs/marked,36829,3536,JavaScript,10,10939,False,False,True,False,5416,3763
ajeetdsouza/zoxide,36803,823,Rust,156,4422,True,False,True,False,2269,601
servo/servo,36793,3630,Rust,3107,1925351,True,False,True,False,5216,56326
mattermost/mattermost,36788,8628,TypeScript,870,1039623,False,False,False,False,3994,22549
umami-software/umami,36783,7162,TypeScript,132,28938,True,False,True,False,2135,6150
xyflow/xyflow,36698,2406,TypeScript,108,44504,False,False,True,False,2502,6170
shadowsocks/shadowsocks-android,36663,11492,Kotlin,75,53838,True,False,True,False,4905,3741
inkonchain/docs,36656,465,MDX,59,23288,False,False,False,False,744,712
inkonchain/node,36598,636,Shell,23,236,False,False,False,False,738,64
date-fns/date-fns,36569,1946,TypeScript,924,25474,False,False,True,False,4246,2565
myshell-ai/OpenVoice,36552,4082,Python,303,3944,True,False,True,False,905,126
google/langextract,36519,2514,Python,101,10811,False,False,True,False,317,163
inkonchain/ink-kit,36509,430,TypeScript,3,1109,False,False,False,True,563,224
typeorm/typeorm,36506,6559,TypeScript,537,41142,True,False,True,False,3735,6016
open-guides/og-aws,36416,3902,Shell,161,7680,False,False,False,False,3599,1042
hankcs/HanLP,36318,10893,Python,12,72904,True,False,False,False,4243,1770
fastify/fastify,36276,2685,JavaScript,136,10182,False,False,True,False,3522,4719
SheetJS/sheetjs,36260,7950,,132,105796,False,True,False,False,4917,770
formulahendry/955.WLB,36231,1744,,202,120,True,False,False,False,2612,60
TriliumNext/Trilium,36154,2410,TypeScript,772,573943,True,False,True,False,3286,30657
jaywcjlove/linux-command,36143,6605,Markdown,81,4240452,False,True,False,False,3477,1602
pbatard/rufus,36143,3060,C,10,46032,True,True,False,False,5297,2382
slatedocs/slate,36115,368,,50,1323,True,False,True,True,4633,1
reworkd/AgentGPT,36114,9350,TypeScript,219,91869,False,False,True,True,1141,1500
DioxusLabs/dioxus,36110,1661,Rust,657,52968,False,False,True,False,1953,7156
geekxh/hello-algorithm,36077,6424,Java,11,365053,True,False,False,False,2184,409
lerna/lerna,36072,2270,TypeScript,326,41678,False,False,True,False,3822,2902
veggiemonk/awesome-docker,36055,3300,,5,14710,False,True,True,False,4260,3111
